,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
ASAD,4.745339457105128,0.045741870657278146,"[(1.2392376014247475e-10, 3), (0.9999999999785236, 1), (0.9999999999588549, 1), (1.2392320503096244e-10, 1), (1.1128198362797548e-10, 1), (1.2584155939521224e-10, 1), (1.0935119476584987e-10, 1), (1.2613121658233695e-10, 1), (1.260623827548102e-10, 1), (1.2632206392027e-10, 1), (1.2392620263312892e-10, 1), (1.2368261970152616e-10, 1), (1.3300205381483465e-10, 1), (1.429362184168781e-10, 1), (0.8965576739027185, 1)]",Glycolysis/Gluconeogenesis,aspartate-semialdehyde dehydrogenase,,['Rv3708c'],aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c
ASPK,4.7453394571051035,0.04574187065727861,"[(0.9999999998760456, 2), (2.1476154188349028e-11, 1), (4.114519835951569e-11, 1), (0.999999999876046, 1), (0.9999999998886874, 1), (0.9999999998741278, 1), (0.9999999998906183, 1), (0.9999999998738379, 1), (0.9999999998739069, 1), (0.9999999998736474, 1), (0.999999999876043, 1), (0.9999999998762867, 1), (0.9999999998669672, 1), (0.9999999998570331, 1), (0.9999999998760455, 1), (0.10344232609727833, 1)]",Glycolysis/Gluconeogenesis,aspartate kinase,,['Rv3709c'],asp__L_c + atp_c <=> 4pasp_c + adp_c
BIRA,4.703494100779504,0.04658687060650018,"[(0.9999999999999994, 14), (0.36205122639282106, 1), (0.4793044907273173, 1), (0.3685099295786658, 1)]",Mycolic acid pathway,BIRA,,['Rv3279c'],accb_c + atp_c + h2o_c --> amp_c + bccp_c + h_c + ppi_c
ACCA3,4.703494100779504,0.04658687060650018,"[(0.9999999999999994, 14), (0.36205122639282106, 1), (0.4793044907273173, 1), (0.3685099295786658, 1)]",Mycolic acid pathway,ACCA3,,['Rv3285'],atp_c + bccp_c + hco3_c --> adp_c + bccpco2_c + pi_c
ACCD3,4.703494100779465,0.046586870606500935,"[(1.0, 14), (0.3620512263928213, 1), (0.4793044907273176, 1), (0.368509929578666, 1)]",Mycolic acid pathway,ACCD3,,['Rv0904c'],accoa_c + bccpco2_c --> accb_c + h_c + malcoa_c
ACCC,4.671686251959215,0.047241404048866856,"[(0.4607667922973633, 3), (0.40773558616638184, 1), (0.6417710781097412, 1), (0.46077823638916016, 1), (0.6868762969970703, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.42256760597229004, 1), (0.4224205017089844, 1), (0.4223439693450928, 1), (0.4607222080230713, 1), (0.46649837493896484, 1), (0.299727201461792, 1), (0.44212770462036133, 1), (0.4341888427734375, 1)]",Fatty Acid Metabolism,Acyl-CoA Carboxylase,['Rv3280'],"['Rv3280', 'Rv3799c', 'Rv3285']",co2_c + hexccoa_c --> chexccoa_c + h2o_c
PYRDC,4.592640240737031,0.04891513261712448,"[(1.0, 14), (0.5794430141555489, 1), (0.7107694151177377, 1), (0.6101407118455384, 1)]",Glycolysis/Gluconeogenesis,Pyruvate decarboxylase,,['Rv0853c'],h_c + pyr_c --> acald_c + co2_c
ILETA,4.32213070288477,0.05519279325188148,"[(0.3168938234448433, 3), (0.3186616078019142, 1), (0.31085892766714096, 1), (0.31689345091581345, 1), (0.3093545511364937, 1), (0.3180377781391144, 1), (0.3081818073987961, 1), (0.3181770220398903, 1), (0.3181724324822426, 1), (0.3181750252842903, 1), (0.3168953210115433, 1), (0.3168318346142769, 1), (0.3222504109144211, 1), (0.31639187783002853, 1), (0.317780040204525, 1)]","Valine, Leucine, and Isoleucine Metabolism",isoleucine transaminase,,['Rv2210c'],akg_c + ile__L_c <=> 3mop_c + glu__L_c
PUNP5,4.293036008949014,0.05592273109761029,"[(0.5392329692840576, 2), (0.5922644138336183, 1), (0.35747671127319336, 1), (0.5392215251922607, 1), (0.3131234645843506, 1), (0.5735411643981935, 1), (0.2779517173767091, 1), (0.5777010917663574, 1), (0.5775797367095947, 1), (0.5776569843292236, 1), (0.5394055843353271, 1), (0.5345096588134766, 1), (0.6999990940093994, 1), (0.5241789817810059, 1), (0.5392327308654785, 1), (0.5658113956451416, 1)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Inosine),,['Rv3307'],ins_c + pi_c <=> hxan_c + r1p_c
IPPMIa,4.279706330280427,0.05626093524037997,"[(5.303535388634373e-13, 5), (5.679900993982301e-13, 2), (5.824229987183571e-13, 1), (3.523847880160247e-13, 1), (3.079758670310184e-13, 1), (5.639932965095795e-13, 1), (2.73225886360251e-13, 1), (5.682121440031551e-13, 1), (5.248024237403115e-13, 1), (6.884492975700596e-13, 1), (5.155875726359227e-13, 1), (5.564437799421285e-13, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-isopropylmalate dehydratase,,"['Rv2987c', 'Rv2988c']",3c2hmp_c <=> 2ippm_c + h2o_c
IPPMIb,4.279706330280427,0.05626093524037997,"[(5.303535388634373e-13, 5), (5.679900993982301e-13, 2), (5.824229987183571e-13, 1), (3.523847880160247e-13, 1), (3.079758670310184e-13, 1), (5.639932965095795e-13, 1), (2.73225886360251e-13, 1), (5.682121440031551e-13, 1), (5.248024237403115e-13, 1), (6.884492975700596e-13, 1), (5.155875726359227e-13, 1), (5.564437799421285e-13, 1)]","Valine, Leucine, and Isoleucine Metabolism",2-isopropylmalate hydratase,,"['Rv2987c', 'Rv2988c']",2ippm_c + h2o_c <=> 3c3hmp_c
LEUTA,4.279706330280427,0.05626093524037997,"[(5.303535388634373e-13, 5), (5.679900993982301e-13, 2), (5.824229987183571e-13, 1), (3.523847880160247e-13, 1), (3.079758670310184e-13, 1), (5.639932965095795e-13, 1), (2.73225886360251e-13, 1), (5.682121440031551e-13, 1), (5.248024237403115e-13, 1), (6.884492975700596e-13, 1), (5.155875726359227e-13, 1), (5.564437799421285e-13, 1)]","Valine, Leucine, and Isoleucine Metabolism",Leucine transaminase,,['Rv2210c'],akg_c + leu__L_c <=> 4mop_c + glu__L_c
PHDCATA,4.277612199239428,0.056314286249584934,"[(3.0524471839044054e-12, 4), (3.3524294451581227e-12, 1), (2.0278223544778484e-12, 1), (1.7723600365116e-12, 1), (3.2466251909113453e-12, 1), (1.5734080704987718e-12, 1), (3.2703839636383236e-12, 1), (3.269384762916161e-12, 1), (3.269828852126011e-12, 1), (3.052780250811793e-12, 1), (3.020028671585351e-12, 1), (3.961608818769946e-12, 1), (2.9671820556131934e-12, 1), (3.2027713814386516e-12, 1)]",Fatty Acid Metabolism,PHDCATA,,[],ACP_c + phdcacoa_c <=> coa_c + phdcaACP_c
CLPNS160190,4.276514733052416,0.05634226952333911,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011868476867676, 1), (0.47582077980041493, 1), (0.4341890811920166, 1)]",Glycerophospholipid metabolism,CLPNS160190,,['Rv1822'],2.0 pg160190_c <=> clpn160190_c + glyc_c
G16MTM1,4.276513296893943,0.05634230615331715,"[(0.4607672691345215, 3), (0.40773606300354004, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234277725219727, 1), (0.4607224464416504, 1), (0.46649909019470215, 1), (0.30011844635009766, 1), (0.47582077980041493, 1), (0.4341890811920166, 1)]",Fatty Acid Metabolism,"Glycolipid 1,6-alpha-D-mannosyltransferase",,['Rv2610c'],gdpmann_c + ptd1ino160190_c --> PIM1_c + gdp_c + h_c
PGPP160190,4.276511879873212,0.056342342295204406,"[(0.4607670307159424, 2), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.4607672691345215, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222829341888428, 1), (0.4224202632904053, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582054138183594, 1), (0.4341890811920166, 1)]",Membrane Metabolism,"phosphatidylglycerol phosphate phosphatase (C16:0, C19:0)",,[],h2o_c + pgp160190_c --> pg160190_c + pi_c
PRMICIi,4.276510603416469,0.05634237485195373,"[(0.4607672691345215, 2), (0.40773606300354004, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.4607675075531006, 1), (0.42645907402038574, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224205017089844, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Histidine Metabolism,,,['Rv1603'],prfp_c --> prlp_c
PPTGS_TB1,4.2765086067324045,0.0563424257785515,"[(0.4607672691345215, 2), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868762969970703, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.4222829341888428, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607222080230713, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4607670307159424, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,PPTGS TB1,,"['Rv3627c', 'Rv2163c']",uaaAgla_c --> h_c + peptido__TB1_c + udcpdp_c
IG3PS,4.276508427222262,0.05634243035706565,"[(0.4607672691345215, 2), (0.40773606300354004, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.4607675075531006, 1), (0.42645907402038574, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Histidine Metabolism,Imidazole-glycerol-3-phosphate synthase,,"['Rv1605', 'Rv1602']",gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
HSTPT,4.276508373674652,0.05634243172282969,"[(0.4607670307159424, 2), (0.40773582458496094, 1), (0.6417710781097412, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.4607672691345215, 1), (0.42645907402038574, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Histidine Metabolism,histidinol-phosphate transaminase,,"['Rv1600', 'Rv3772']",glu__L_c + imacp_c --> akg_c + hisp_c
G16MTM9,4.276508260188982,0.056342434617350175,"[(0.4607670307159424, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582077980041493, 1), (0.4341888427734375, 1)]",Fatty Acid Metabolism,G16MTM9,,['Rv1159'],PIM4_c + gdpmann_c --> PIM5_c + gdp_c + h_c
ANS,4.276508259003391,0.056342434647589354,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.4222829341888428, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582054138183594, 1), (0.4341886043548584, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",anthranilate synthase,,['Rv1609'],chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c
NDPK5,4.276507392939341,0.056342456737081804,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Purine and Pyrimidine Biosynthesis,nucleoside-diphosphate kinase (ATP:dGDP),,['Rv2445c'],atp_c + dgdp_c <=> adp_c + dgtp_c
PRATPP,4.276507199995821,0.056342461658225436,"[(0.4607672691345215, 2), (0.40773582458496094, 1), (0.6417710781097412, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.4607675075531006, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582077980041493, 1), (0.4341890811920166, 1)]",Histidine Metabolism,phosphoribosyl-ATP pyrophosphatase,,['Rv2122c'],h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
UAGPT1,4.276506496104398,0.05634247961141524,"[(0.4607672691345215, 2), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868762969970703, 1), (0.42645859718322754, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607222080230713, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582077980041493, 1), (0.4607670307159424, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,UAGPT1,,['Rv2153c'],uaAgla_c + uacgam_c --> h_c + uaaAgla_c + udp_c
MYC2CYC1,4.276506350611382,0.05634248332230618,"[(0.4607667922973633, 3), (0.40773558616638184, 1), (0.6417710781097412, 1), (0.46077871322631836, 1), (0.6868762969970703, 1), (0.42645907402038574, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607222080230713, 1), (0.46649861335754406, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341893196105957, 1)]",Mycolic Acid Biosynthesis,MYC2CYC1,,['Rv0644c'],amet_c + meroacidcyc1ACP_c --> ahcys_c + h_c + meroacidcyc2ACP_c
DADK,4.27650614348556,0.056342488605181165,"[(0.5392329692840576, 3), (0.5922644138336183, 1), (0.3582289218902588, 1), (0.5392215251922607, 1), (0.3131237030029297, 1), (0.5735414028167725, 1), (0.2779517173767091, 1), (0.5777173042297363, 1), (0.5775794982910156, 1), (0.5776569843292236, 1), (0.5392777919769287, 1), (0.5335016250610352, 1), (0.6998817920684814, 1), (0.524179220199585, 1), (0.5658111572265625, 1)]",Nucleotide Salvage Pathway,Deoxyadenylate kinase,,[],atp_c + damp_c <=> adp_c + dadp_c
PPTGS_TB2,4.2765049991045805,0.05634251779335163,"[(0.4607670307159424, 2), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868762969970703, 1), (0.4607672691345215, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.4222829341888428, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607222080230713, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,PPTGS TB2,,"['Rv3627c', 'Rv2163c']",uaaGgla_c --> h_c + peptido__TB2_c + udcpdp_c
IGPDH,4.276503624040331,0.05634255286527041,"[(0.4607670307159424, 2), (0.40773582458496094, 1), (0.6417710781097412, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.4607672691345215, 1), (0.42645907402038574, 1), (0.7220480442047119, 1), (0.422283411026001, 1), (0.4224205017089844, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Histidine Metabolism,imidazoleglycerol-phosphate dehydratase,,['Rv1601'],eig3p_c --> h2o_c + imacp_c
PAPPT2,4.27650339673528,0.056342558662837806,"[(0.4607672691345215, 2), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.4222829341888428, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582125663757324, 1), (0.4607670307159424, 1), (0.4341890811920166, 1)]",Peptidoglycan Metabolism,PAPPT2,,['Rv2156c'],uGgla_c + udcpp_c --> uaGgla_c + ump_c
FAMPL1,4.276503374269309,0.056342559235847404,"[(0.4607670307159424, 3), (0.40773558616638184, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011892318725586, 1), (0.47582101821899414, 1), (0.4341893196105957, 1)]",Mycolic Acid Biosynthesis,Fatty Acid Ligase AMP (mycolic acid),,['Rv3801c'],amp_c + h_c + meroacidcyc2ACP_c --> ACP_c + meroacidcyc2AMP_c
PAPPT1,4.276503243827969,0.056342562562841474,"[(0.4607672691345215, 2), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.42645859718322754, 1), (0.7220485210418701, 1), (0.4222829341888428, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582125663757324, 1), (0.4607670307159424, 1), (0.4341890811920166, 1)]",Peptidoglycan Metabolism,PAPPT1,,['Rv2156c'],uAgla_c + udcpp_c --> uaAgla_c + ump_c
UAGPT2,4.276503041388304,0.056342567726201574,"[(0.4607670307159424, 2), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868762969970703, 1), (0.4607672691345215, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607222080230713, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582077980041493, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,UAGPT2,,['Rv2153c'],uaGgla_c + uacgam_c --> h_c + uaaGgla_c + udp_c
TRPS1,4.276503036858069,0.05634256784174822,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649909019470215, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",tryptophan synthase (indoleglycerol phosphate),,"['Rv1612', 'Rv1613']",3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c
G16MTM4,4.276503034909669,0.05634256789144351,"[(0.4607670307159424, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868762969970703, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.4222829341888428, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Fatty Acid Metabolism,G16MTM4,,[],Ac1PIM2_c + decdman1p__tb_c --> Ac1PIM3_c + decd__tb_c + h_c
PRAMPC,4.2765030094368335,0.05634256854114539,"[(0.4607672691345215, 2), (0.40773582458496094, 1), (0.6417710781097412, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.4607675075531006, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582077980041493, 1), (0.4341888427734375, 1)]",Histidine Metabolism,phosphoribosyl-AMP cyclohydrolase,,['Rv1606'],h2o_c + prbamp_c --> prfp_c
MYCON3,4.27650292059975,0.05634257080699527,"[(0.4607675075531006, 3), (0.40773606300354004, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220487594604492, 1), (0.4222836494445801, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607229232788086, 1), (0.46649909019470215, 1), (0.30011892318725586, 1), (0.47582125663757324, 1), (0.4341893196105957, 1)]",Mycolic Acid Biosynthesis,MYCON3,,['Rv3800c'],chexccoa_c + 2.0 h2o_c + kmeroacidcyc2AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + kmycolate_c
RNDR2,4.276502778641576,0.05634257442773479,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Purine and Pyrimidine Biosynthesis,ribonucleoside-diphosphate reductase (GDP),,"['Rv3051c', 'Rv3048c']",gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
FAMPL5,4.27650256598497,0.05634257985168622,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011844635009766, 1), (0.47582125663757324, 1), (0.4341890811920166, 1)]",Mycolic Acid Biosynthesis,Fatty Acid Ligase AMP (mycolic acid),,['Rv3801c'],amp_c + h_c + mkmeroacidcyc1ACP_c --> ACP_c + mkmeroacidcyc1AMP_c
TMHAS1,4.276502521431318,0.0563425809880575,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224202632904053, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Fatty Acid Metabolism,TMHAS1,,[],tdm1_c + tdm2_c + tre_c --> 2.0 h2o_c + tmha1_c
ATPPRT,4.276502515045981,0.056342581150919946,"[(0.4607670307159424, 2), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.4607672691345215, 1), (0.42645907402038574, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224205017089844, 1), (0.42234349250793457, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582077980041493, 1), (0.4341890811920166, 1)]",Histidine Metabolism,ATP phosphoribosyltransferase,,['Rv2121c'],atp_c + prpp_c --> ppi_c + prbatp_c
TDMS1,4.276502460456392,0.05634258254326466,"[(0.4607672691345215, 3), (0.40773582458496094, 1), (0.6417715549468994, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Fatty Acid Metabolism,TDMS1,,[],2.0 h_c + mmycolate_c + mycolate_c + tre_c --> 2.0 h2o_c + tdm1_c
