"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"new column"	"Pathways of gene"	"Pathways of enzyme"	"Reactions of gene"	"Pathways of a reaction"
G185E-6242	"Rv2039c"	2284799	2285641	"probable sugar-transport integral membrane protein ABC transporter"		""	""	TRANS-RXN185E-17	""
"glgB"	"Rv1326c"	1490117	1492312	"1,4-alpha-glucan branching enzyme"		"glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)"	"glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)"	RXN-18777 // GLYCOGEN-BRANCH-RXN // RXN-14371 // RXN-14372 // RXN-7710	"glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)" // ""
"sseB"	"Rv2291"	2563174	2564028	"probable thiosulfate sulfurtransferase"		"thiosulfate disproportionation IV (rhodanese)"	"thiosulfate disproportionation IV (rhodanese)"	RXN-19040 // THIOSULFATE-SULFURTRANSFERASE-RXN // RXN0-6385 // RXN0-6359	"" // "thiosulfate disproportionation IV (rhodanese)"
G185E-6953	"Rv2705c"	3019814	3020203	"conserved hypothetical protein"		""	""	""	""
"espH"	"Rv3867"	4342770	4343321	"ESX-1 secretion-associated protein"		""	""	""	""
"PE_PGRS54"	"Rv3508"	3931005	3936710	"PE-PGRS family protein PE_PGRS54"		""	""	""	""
G185E-4753	"Rv0616c"	710584	710850	"hypothetical protein"		""	""	""	""
"cspB"	"Rv0871"	967898	968305	"probable cold shock-like protein B"		""	""	""	""
"ndkA"	"Rv2445c"	2745314	2745724	"probable nucleoside diphosphate kinase"		"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I" // "superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II" // "guanosine ribonucleotides <i>de novo</i> biosynthesis" // "ppGpp biosynthesis" // "CMP phosphorylation" // "superpathway of pyrimidine deoxyribonucleoside salvage" // "pyrimidine deoxyribonucleotide phosphorylation" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III" // "superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I" // "superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis" // "superpathway of pyrimidine nucleobases salvage" // "superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "UTP and CTP <i>de novo</i> biosynthesis"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I" // "superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II" // "guanosine ribonucleotides <i>de novo</i> biosynthesis" // "ppGpp biosynthesis" // "CMP phosphorylation" // "superpathway of pyrimidine deoxyribonucleoside salvage" // "pyrimidine deoxyribonucleotide phosphorylation" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III" // "superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I" // "superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis" // "superpathway of pyrimidine nucleobases salvage" // "superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "UTP and CTP <i>de novo</i> biosynthesis"	NUCLEOSIDE-DIP-KIN-RXN // DTDPKIN-RXN // DGDPKIN-RXN // RXN-14228 // RXN-14120 // GDPKIN-RXN // CDPKIN-RXN // DCDPKIN-RXN // DUDPKIN-RXN // DADPKIN-RXN // UDPKIN-RXN	"" // "superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleotide phosphorylation" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "ppGpp biosynthesis" // "guanosine ribonucleotides <i>de novo</i> biosynthesis" // "CMP phosphorylation" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis" // "UTP and CTP <i>de novo</i> biosynthesis"
"vapC23"	"Rv2863"	3174992	3175372	"possible toxin"		""	""	""	""
G185E-4648	"Rv0516c"	608059	608535	"possible anti-anti-sigma factor"		""	""	""	""
"cmr"	"Rv1675c"	1900241	1900975	"probable transcriptional regulatory protein"		""	""	""	""
"esxO"	"Rv2346c"	2625888	2626172	"putative ESAT-6 like protein"		""	""	""	""
G185E-4276	"Rv0158"	186785	187429	"probable transcriptional regulatory protein (possibly TetR-family)"		""	""	""	""
"nuoM"	"Rv3157"	3524132	3525793	"probable NADH dehydrogenase I"		"NADH to cytochrome <i>bd</i> oxidase electron transfer I" // "aerobic respiration I (cytochrome c)"	""	NADH-DEHYDROG-A-RXN	"aerobic respiration I (cytochrome c)" // "NADH to cytochrome <i>bd</i> oxidase electron transfer I"
"kdpC"	"Rv1031"	1155853	1156422	"probable potassium-transporting ATPase C chain"		""	""	TRANS-RXN185E-18	""
"fadE8"	"Rv0672"	771484	773112	"probable acyl-CoA dehydrogenase"		"fatty acid &beta;-oxidation I"	"fatty acid &beta;-oxidation I"	RXN-17783 // RXN-17796 // RXN-17792 // RXN-17775 // RXN-17779 // RXN-17784 // RXN-17788 // ACYLCOADEHYDROG-RXN	"" // "fatty acid &beta;-oxidation I"
G185E-6171	"Rv1972"	2216592	2217167	"probable conserved Mce associated membrane protein"		""	""	""	""
G185E-5496	"Rv1318c"	1479199	1480824	"possible adenylate cyclase"		""	""	ADENYLATECYC-RXN	""
"fadE35"	"Rv3797"	4251085	4252866	"probable acyl-CoA dehydrogenase"		"fatty acid &beta;-oxidation I"	"fatty acid &beta;-oxidation I"	RXN-17783 // RXN-17796 // RXN-17792 // RXN-17775 // RXN-17779 // RXN-17784 // RXN-17788 // ACYLCOADEHYDROG-RXN	"" // "fatty acid &beta;-oxidation I"
"fcoT"	"Rv0098"	107600	108151	"probable fatty acyl CoA thioesterase type III"		""	""	RXN-9666 // RXN-9624 // PALMITOYL-COA-HYDROLASE-RXN // RXN-16395	""
"scoB"	"Rv2503c"	2818471	2819127	"probable succinyl-CoA:3-ketoacid-coenzyme A transferase (beta subunit)"		""	""	RXNI-2 // 3-OXOACID-COA-TRANSFERASE-RXN	""
"glpQ2"	"Rv0317c"	385173	385943	"possible glycerophosphoryl diester phosphodiesterase"		"glycerol and glycerophosphodiester degradation" // "glycerophosphodiester degradation"	"glycerol and glycerophosphodiester degradation" // "glycerophosphodiester degradation"	GLYCPDIESTER-RXN // RXN-14073 // RXN-14136 // "glycerophosphorylethanolamine phosphodiesterase"	"glycerophosphodiester degradation" // ""
G185E-4380	"Rv0258c"	310294	310749	"conserved hypothetical protein"		""	""	""	""
G185E-7715	"Rv3438"	3857397	3858239	"conserved protein"		""	""	""	""
"cobL"	"Rv2072c"	2328974	2330146	"precorrin-6Y C(5,15)-methyltransferase (decarboxylating)"		"adenosylcobalamin biosynthesis II (aerobic)" // "cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"	"adenosylcobalamin biosynthesis II (aerobic)" // "cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"	2.1.1.132-RXN // RXN-13826 // RXN-13824	"" // "cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"
"TB9.4"	"Rv3208A"	3585677	3585949	"Conserved protein TB9.4"		""	""	""	""
G185E-6110	"Rv1913"	2159191	2159943	"conserved hypothetical protein"		""	""	""	""
"chaA"	"Rv1607"	1806181	1807263	"probable ionic transporter integral membrane protein"		""	""	TRANS-RXN185E-43	""
"coaX"	"Rv3600c"	4043041	4043859	"Type III pantothenate kinase"		"phosphopantothenate biosynthesis I"	"phosphopantothenate biosynthesis I"	PANTOTHENATE-KIN-RXN	"phosphopantothenate biosynthesis I"
"mqo"	"Rv2852c"	3160580	3162061	"probable malate:quinone oxidoreductase"		""	""	MALATE-DEHYDROGENASE-ACCEPTOR-RXN // RXNI-3	""
G185E-6339	"Rv2133c"	2393851	2394639	"conserved hypothetical protein"		""	""	""	""
G185E-6568	"Rv2342"	2620272	2620529	"conserved hypothetical protein"		""	""	""	""
"PPE66"	"Rv3738c"	4189285	4190232	"PPE family protein PPE66"		""	""	""	""
"nuoD"	"Rv3148"	3513338	3514660	"probable NADH dehydrogenase I (chain D)"		"NADH to cytochrome <i>bd</i> oxidase electron transfer I" // "aerobic respiration I (cytochrome c)"	""	NADH-DEHYDROG-A-RXN	"aerobic respiration I (cytochrome c)" // "NADH to cytochrome <i>bd</i> oxidase electron transfer I"
"pntAa"	"Rv0155"	183622	184722	"probable NAD(P) transhydrogenase (subunit alpha)"		"NAD phosphorylation and transhydrogenation" // "NAD phosphorylation and dephosphorylation"	"NAD phosphorylation and transhydrogenation" // "NAD phosphorylation and dephosphorylation"	PYRNUTRANSHYDROGEN-RXN // TRANS-RXN0-277	"" // "NAD phosphorylation and dephosphorylation" // "NAD phosphorylation and transhydrogenation"
G185E-8199	"Rv3901c"	4386365	4386814	"possible membrane protein"		""	""	""	""
G185E-7819	"Rv3542c"	3981045	3981980	"3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase &alpha; subunit"		"superpathway of cholesterol degradation II (cholesterol dehydrogenase)" // "cholesterol degradation to androstenedione I (cholesterol oxidase)" // "cholesterol degradation to androstenedione II (cholesterol dehydrogenase)"	""	RXN-12744	"cholesterol degradation to androstenedione II (cholesterol dehydrogenase)" // "cholesterol degradation to androstenedione I (cholesterol oxidase)"
G185E-5421	"Rv1250"	1394179	1395918	"probable drug-transport integral membrane protein"		""	""	TRANS-RXN185E-11	""
G185E-7047	"Rv2798c"	3107311	3107637	"conserved hypothetical protein"		""	""	""	""
"fadE21"	"Rv2789c"	3097706	3098938	"probable acyl-CoA dehydrogenase"		"fatty acid &beta;-oxidation I"	"fatty acid &beta;-oxidation I"	RXN-17783 // RXN-17796 // RXN-17792 // RXN-17775 // RXN-17779 // RXN-17784 // RXN-17788 // ACYLCOADEHYDROG-RXN	"" // "fatty acid &beta;-oxidation I"
G185E-5121	"Rv0965c"	1076778	1077197	"conserved hypothetical protein"		""	""	""	""
G185E-5900	"Rv1708"	1936360	1937316	"putative initiation inhibitor protein"		""	""	""	""
"vapB28"	"Rv0608"	703244	703489	"possible antitoxin"		""	""	""	""
G185E-5962	"Rv1766"	1999737	2000006	"conserved protein"		""	""	""	""
"mce3C"	"Rv1968"	2211626	2212858	"mce-family protein Mce3C"		""	""	""	""
"mfd"	"Rv1020"	1138967	1142671	"probable transcription-repair coupling factor"		""	""	""	""
G185E-6668	"Rv2437"	2734376	2734795	"conserved transmembrane protein"		""	""	""	""
"ribG"	"Rv1409"	1585194	1586213	"probable bifunctional riboflavin biosynthesis protein"		"flavin biosynthesis I (bacteria and plants)"	"flavin biosynthesis I (bacteria and plants)"	RIBOFLAVINSYNREDUC-RXN // RIBOFLAVINSYNDEAM-RXN	"flavin biosynthesis I (bacteria and plants)"
"purH"	"Rv0957"	1068205	1069776	"probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp cyclohydrolase) (inosinicase) (imp synthetase) (ATIC)"		""	""	""	""
G185E-5531	"Rv1351"	1518231	1518560	"hypothetical protein"		""	""	""	""
G185E-4371	"Rv0249c"	300834	301655	"probable succinate dehydrogenase [membrane anchor subunit]"		"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)" // "succinate to cytochrome <i>bd</i> oxidase electron transfer" // "aerobic respiration I (cytochrome c)"	""	RXN-14971 // RXN-15378 // SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN // SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)" // "" // "aerobic respiration I (cytochrome c)" // "succinate to cytochrome <i>bd</i> oxidase electron transfer"
"higB3"	"Rv3182"	3550374	3550718	"Putative toxin HigB3"		""	""	""	""
"mazF7"	"Rv2063A"	2321057	2321467	"possible toxin"		""	""	""	""
"embC"	"Rv3793"	4239863	4243147	"arabinogalactan arabinosyl transferase"		""	""	""	""
"csm2"	"Rv2822c"	3128973	3129347	"CRISPR type III-associated protein Csm2"		""	""	""	""
G185E-7654	"Rv3378c"	3792358	3793248	"tuberculosinol synthase"		"tuberculosinol biosynthesis"	"tuberculosinol biosynthesis"	RXN-9459 // RXN-12814 // RXN-14039	"tuberculosinol biosynthesis" // ""
"PPE69"	"Rv3892c"	4374484	4375683	"PPE family protein PPE69"		""	""	""	""
"vapB27"	"Rv0599c"	697564	697800	"possible antitoxin"		""	""	""	""
"grcC2"	"Rv0989c"	1106405	1107382	"probable polyprenyl-diphosphate synthase"		""	""	RXN-11962	""
"ahpC"	"Rv2428"	2726193	2726780	"alkyl hydroperoxide reductase C protein"		""	""	R4-RXN	""
"PPE62"	"Rv3533c"	3970705	3972453	"PPE family protein PPE62"		""	""	""	""
"recC"	"Rv0631c"	725013	728306	"probable exonuclease V (gamma chain)"		""	""	RXN0-2605	""
"pknK"	"Rv3080c"	3442656	3445988	"serine/threonine-protein kinase transcriptional regulatory protein"		""	""	PROTEIN-KINASE-RXN	""
"clpP1"	"Rv2461c"	2763172	2763774	"probable ATP-dependent CLP protease proteolytic subunit 1"		""	""	3.4.21.92-RXN	""
G185E-4194	"Rv0078A"	87208	87801	"hypothetical protein"		""	""	""	""
G185E-5734	"Rv1546"	1747195	1747626	"conserved protein"		""	""	""	""
"mazE2"	"Rv0660c"	754980	755225	"possible antitoxin"		""	""	""	""
G185E-5891	"Rv1700"	1925582	1926205	"8-oxo-dGDP phosphatase"		"8-oxo-(d)GTP detoxification II"	"8-oxo-(d)GTP detoxification II"	RXN-14002 // RXN-12816	"8-oxo-(d)GTP detoxification II"
G185E-4396	"Rv0274"	330422	331003	"conserved protein"		""	""	""	""
"espA"	"Rv3616c"	4055197	4056375	"ESX-1 secretion-associated protein A,"		""	""	""	""
"sigI"	"Rv1189"	1332092	1332964	"possible alternative RNA polymerase sigma factor"		""	""	""	""
"tgs3"	"Rv3234c"	3610374	3611189	"putative triacylglycerol synthase"		""	""	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	""
"PPE6"	"Rv0305c"	372820	375711	"PPE family protein PPE6"		""	""	""	""
G185E-6727	"Rv2491"	2806665	2807288	"conserved hypothetical protein"		""	""	""	""
G185E-6293	"Rv2087"	2343994	2344224	"conserved hypothetical protein"		""	""	""	""
G185E-5521	"Rv1342c"	1508184	1508546	"conserved membrane protein"		""	""	""	""
"parB"	"Rv3917c"	4405457	4406491	"probable chromosome partitioning protein"		""	""	""	""
"rlmN"	"Rv2879c"	3189583	3190152	"Probable dual-specificity RNA methyltransferase RlmN"		""	""	RXN-11586	""
"vapC24"	"Rv0240"	289345	289782	"possible toxin VapC24. Contains PIN domain."		""	""	""	""
G185E-6969	"Rv2721c"	3032520	3034619	"possible conserved transmembrane alanine and glycine rich protein"		""	""	""	""
"Rv2148c"	"Rv2148c"	2406840	2407616	"Pyridoxal phosphate homeostasis protein"		""	""	""	""
G185E-4457	"Rv0333"	398254	398628	"unknown protein"		""	""	""	""
"PE26"	"Rv2519"	2835785	2837263	"PE family protein PE26"		""	""	""	""
G185E-5207	"Rv1047"	1169423	1170670	"probable transposase"		""	""	RXN0-5131	""
G185E-4831	"Rv0688"	787940	789160	"putative ferredoxin reductase"		""	""	""	""
"hisA"	"Rv1603"	1803294	1804031	"probable phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase"		"L-histidine biosynthesis"	"L-histidine biosynthesis"	PRIBFAICARPISOM-RXN	"L-histidine biosynthesis"
G185E-7711	"Rv3434c"	3853215	3853928	"possible conserved transmembrane protein"		""	""	""	""
"rpsR2"	"Rv2055c"	2314087	2314353	"30S ribosomal protein S18"		""	""	""	""
"PPE64"	"Rv3558"	3997980	3999638	"PPE family protein PPE64"		""	""	""	""
G185E-5041	"Rv0887c"	985513	985971	"conserved hypothetical protein"		""	""	""	""
"PPE46"	"Rv3018c"	3376939	3378243	"PPE family protein PPE46"		""	""	""	""
G185E-7438	"Rv3173c"	3541443	3542045	"probable transcriptional regulatory protein (probably TetR/AcrR-family)"		""	""	""	""
"mycP1"	"Rv3883c"	4363417	4364757	"membrane-anchored mycosin"		""	""	""	""
G185E-4664	"Rv0531"	622329	622646	"possible conserved membrane protein"		""	""	""	""
"mce1F"	"Rv0174"	205231	206778	"mce-family protein Mce1F"		""	""	""	""
G185E-7063	"Rv2813"	3118224	3119036	"conserved hypothetical protein"		""	""	""	""
"recO"	"Rv2362c"	2643461	2644258	"possible DNA repair protein"		""	""	""	""
G185E-7801	"Rv3524"	3960755	3961786	"probable conserved membrane protein"		""	""	""	""
G185E-5917	"Rv1724c"	1950632	1951051	"hypothetical protein"		""	""	""	""
"PE_PGRS18"	"Rv0980c"	1095078	1096451	"PE-PGRS family protein PE_PGRS18"		""	""	""	""
G185E-5548	"Rv1366A"	1539180	1539440	"conserved protein"		""	""	""	""
G185E-7464	"Rv3196A"	3566696	3566896	"unknown protein"		""	""	""	""
G185E-6908	"Rv2660c"	2980963	2981190	"hypothetical protein"		""	""	""	""
G185E-5882	"Rv1691"	1915949	1916701	"conserved hypothetical protein"		""	""	""	""
"nrnA"	"Rv2837c"	3143635	3144645	"bifunctional oligoribonuclease and PAP phosphatase NrnA"		""	""	325-BISPHOSPHATE-NUCLEOTIDASE-RXN	""
G185E-4760	"Rv0622"	715370	716317	"possible membrane protein"		""	""	""	""
G185E-4976	"Rv0826"	919634	920689	"conserved hypothetical protein"		""	""	""	""
G185E-6187	"Rv1987"	2231026	2231454	"possible chitinase"		"chitin degradation II (Vibrio)"	"chitin degradation II (Vibrio)"	RXN-12309 // "<i>N,N'</i>-diacetylchitobiose synthase" // 3.2.1.14-RXN	"" // "chitin degradation II (Vibrio)"
G185E-5512	"Rv1333"	1501599	1502633	"probable hydrolase"		""	""	""	""
G185E-6684	"Rv2452c"	2752848	2752994	"hypothetical protein"		""	""	""	""
"eccB5"	"Rv1782"	2017740	2019260	"ESX conserved component EccB5. ESX-5 type VII secretion system protein. Probable membrane protein."		""	""	""	""
G185E-4387	"Rv0265c"	316511	317503	"probable periplasmic iron-transport lipoprotein"		""	""	TRANS-RXN185E-33	""
"pabB"	"Rv1005c"	1122222	1123598	"probable para-aminobenzoate synthase component I PABD"		"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "4-aminobenzoate biosynthesis"	"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "4-aminobenzoate biosynthesis"	PABASYN-RXN	"4-aminobenzoate biosynthesis"
G185E-4602	"Rv0474"	565021	565443	"probable transcriptional regulatory protein"		""	""	""	""
G185E-6284	"Rv2078"	2335059	2335373	"conserved hypothetical protein"		""	""	""	""
"relE"	"Rv1246c"	1388685	1388978	"toxin RelE"		""	""	""	""
G185E-5608	"Rv1425"	1599658	1601037	"possible triacylglycerol synthase"		""	""	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	""
"mmaA1"	"Rv0645c"	739327	740187	"methoxy mycolic acid synthase 1"		"superpathway of mycolate biosynthesis" // "mycolate biosynthesis"	"superpathway of mycolate biosynthesis" // "mycolate biosynthesis"	"cis-&Delta;19-37-hydroxy-38-methyl-C57:1-[acp] methylase/isomerase" // "cis-delta21-39-hydroxy-40-methyl-C59:1-[acp] synthase"	"mycolate biosynthesis"
"mutT4"	"Rv3908"	4393449	4394195	"possible mutator protein"		""	""	""	""
G185E-8110	"Rv3814c"	4279230	4280015	"possible acyltransferase"		""	""	""	""
G185E-7338	"Rv3076"	3439072	3439548	"conserved hypothetical protein"		""	""	""	""
"rubB"	"Rv3250c"	3630384	3630566	"rubredoxin 1"		"octane oxidation"	""	ALKANE-1-MONOOXYGENASE-RXN	"octane oxidation"
"viuB"	"Rv2895c"	3204381	3205232	"possible mycobactin utilization protein"		""	""	""	""
"moxR3"	"Rv3164c"	3532943	3533905	"probable methanol dehydrogenase transcriptional regulatory protein"		""	""	""	""
